,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,player_id
2,1982,Hawaii,WAC,,QB,11.0,103.0,188.0,54.8,1350.0,7.2,6.5,7.0,6.0,121.0,189
3,Career,Overall,,,,,158.0,296.0,53.4,2138.0,7.2,6.5,12.0,10.0,120.7,189
4,,UCLA,,,,,15.0,32.0,46.9,186.0,5.8,2.2,1.0,3.0,87.3,189
5,,Hawaii,,,,,143.0,264.0,54.2,1952.0,7.4,7.0,11.0,7.0,124.7,189
0,1979,UCLA,Pac-10,,QB,11.0,16.0,37.0,43.2,273.0,7.4,5.9,4.0,3.0,124.7,190
1,1980,UCLA,Pac-10,,QB,11.0,82.0,148.0,55.4,1116.0,7.5,7.2,9.0,5.0,132.1,190
2,*1981,UCLA,Pac-10,,QB,12.0,134.0,230.0,58.3,1793.0,7.8,6.1,16.0,16.0,132.8,190
3,*1982,UCLA,Pac-10,,QB,12.0,209.0,336.0,62.2,2986.0,8.9,8.8,21.0,10.0,151.5,190
4,Career,UCLA,,,,,441.0,751.0,58.7,6168.0,8.2,7.5,50.0,34.0,140.6,190
0,*2015,UCLA,Pac-12,FR,QB,13.0,292.0,487.0,60.0,3669.0,7.5,7.5,23.0,11.0,134.3,191
1,2016,UCLA,Pac-12,SO,QB,6.0,137.0,231.0,59.3,1915.0,8.3,8.2,10.0,5.0,138.9,191
2,*2017,UCLA,Pac-12,JR,QB,11.0,283.0,452.0,62.6,3756.0,8.3,8.5,26.0,10.0,147.0,191
3,Career,UCLA,,,,,712.0,1170.0,60.9,9340.0,8.0,8.0,59.0,26.0,140.1,191
0,1980,UCLA,Pac-10,,QB,11.0,41.0,70.0,58.6,681.0,9.7,8.9,4.0,3.0,150.6,192
1,Career,UCLA,,,,,41.0,70.0,58.6,681.0,9.7,8.9,4.0,3.0,150.6,192
0,1984,UCLA,Pac-10,,QB,11.0,43.0,84.0,51.2,583.0,6.9,5.5,3.0,4.0,111.8,193
1,*1985,UCLA,Pac-10,,QB,12.0,38.0,67.0,56.7,479.0,7.1,5.1,2.0,4.0,114.7,193
2,*1986,UCLA,Pac-10,,QB,12.0,150.0,280.0,53.6,1869.0,6.7,5.9,11.0,10.0,115.5,193
3,Career,UCLA,,,,,231.0,431.0,53.6,2931.0,6.8,5.7,16.0,18.0,114.6,193
0,*1975,Pitt,Ind,,QB,12.0,30.0,65.0,46.2,488.0,7.5,4.8,7.0,7.0,123.2,194
1,*1976,Pitt,Ind,,QB,12.0,65.0,110.0,59.1,1046.0,9.5,9.9,9.0,3.0,160.5,194
2,*1977,Pitt,Ind,,QB,12.0,110.0,187.0,58.8,1844.0,9.9,10.0,15.0,6.0,161.7,194
3,Career,Pitt,,,,,205.0,362.0,56.6,3378.0,9.3,9.1,31.0,16.0,154.4,194
0,*2015,Pitt,ACC,FR,QB,,,,,,,,,,,195
1,*2016,Pitt,ACC,FR,QB,1.0,3.0,9.0,33.3,16.0,1.8,-6.0,1.0,2.0,40.5,195
2,2017,Pitt,ACC,SO,QB,10.0,88.0,158.0,55.7,1091.0,6.9,6.1,5.0,5.0,117.8,195
3,Career,Pitt,,,,,91.0,167.0,54.5,1107.0,6.6,5.5,6.0,7.0,113.6,195
0,*2004,Pitt,Big East,FR,QB,3.0,1.0,4.0,25.0,11.0,2.8,2.8,0.0,0.0,48.1,196
1,Career,Pitt,,,,,1.0,4.0,25.0,11.0,2.8,2.8,0.0,0.0,48.1,196
0,1993,Pitt,Big East,,QB,1.0,0.0,3.0,0.0,0.0,0.0,-15.0,0.0,1.0,-66.7,197
1,1994,Pitt,Big East,,QB,1.0,4.0,6.0,66.7,53.0,8.8,8.8,0.0,0.0,140.9,197
2,1995,Pitt,Big East,,QB,6.0,30.0,76.0,39.5,478.0,6.3,4.1,3.0,5.0,92.2,197
3,1996,Pitt,Big East,,QB,11.0,30.0,65.0,46.2,344.0,5.3,4.1,3.0,3.0,96.6,197
4,1997,Pitt,Big East,,QB,11.0,198.0,345.0,57.4,2657.0,7.7,8.5,30.0,7.0,146.7,197
5,Career,Pitt,,,,,262.0,495.0,52.9,3532.0,7.1,7.1,36.0,16.0,130.4,197
0,1995,Pitt,Big East,,QB,3.0,37.0,71.0,52.1,299.0,4.2,2.0,1.0,4.0,80.9,198
1,1996,Pitt,Big East,,QB,10.0,105.0,214.0,49.1,1249.0,5.8,5.3,8.0,6.0,104.8,198
2,1997,Pitt,Big East,,QB,3.0,5.0,13.0,38.5,98.0,7.5,9.1,1.0,0.0,127.2,198
3,1998,Pitt,Big East,,QB,11.0,159.0,306.0,52.0,2092.0,6.8,5.8,16.0,14.0,117.5,198
4,Career,Pitt,,,,,306.0,604.0,50.7,3738.0,6.2,5.3,26.0,24.0,108.9,198
0,*1979,Pitt,Ind,,QB,12.0,130.0,222.0,58.6,1680.0,7.6,6.6,10.0,9.0,128.9,199
1,*1980,Pitt,Ind,,QB,12.0,116.0,224.0,51.8,1609.0,7.2,5.7,15.0,14.0,121.7,199
2,*1981,Pitt,Ind,,QB,12.0,226.0,380.0,59.5,2876.0,7.6,6.8,37.0,23.0,143.1,199
3,*1982,Pitt,Ind,,QB,12.0,221.0,378.0,58.5,2432.0,6.4,4.6,17.0,23.0,115.2,199
4,Career,Pitt,,,,,693.0,1204.0,57.6,8597.0,7.1,5.9,79.0,69.0,127.7,199
0,*2002,Pitt,Big East,FR,QB,6.0,2.0,3.0,66.7,13.0,4.3,4.3,0.0,0.0,103.1,200
1,*2004,Pitt,Big East,SO,QB,12.0,230.0,409.0,56.2,3067.0,7.5,7.9,24.0,7.0,135.2,200
2,2005,Pitt,Big East,JR,QB,11.0,193.0,341.0,56.6,2392.0,7.0,6.8,17.0,9.0,126.7,200
3,2006,Pitt,Big East,SR,QB,12.0,220.0,322.0,68.3,2871.0,8.9,9.2,25.0,9.0,163.2,200
4,Career,Pitt,,,,,645.0,1075.0,60.0,8343.0,7.8,7.9,66.0,25.0,140.8,200
0,2013,Tennessee,SEC,FR,QB,3.0,10.0,23.0,43.5,45.0,2.0,-2.0,0.0,2.0,42.5,201
1,*2014,Tennessee,SEC,SO,QB,6.0,10.0,20.0,50.0,49.0,2.5,2.5,0.0,0.0,70.6,201
2,*2015,Pitt,ACC,JR,QB,13.0,193.0,313.0,61.7,2287.0,7.3,7.4,20.0,8.0,139.0,201
3,*2016,Pitt,ACC,SR,QB,13.0,185.0,306.0,60.5,2855.0,9.3,10.1,27.0,7.0,163.4,201
4,Career,Overall,,,,,398.0,662.0,60.1,5236.0,7.9,8.2,47.0,17.0,144.9,201
5,,Tennessee,,,,,20.0,43.0,46.5,94.0,2.2,0.1,0.0,2.0,55.6,201
6,,Pitt,,,,,378.0,619.0,61.1,5142.0,8.3,8.7,47.0,15.0,151.1,201
0,*2009,Rutgers,Big East,FR,QB,12.0,149.0,285.0,52.3,2211.0,7.8,7.6,14.0,7.0,128.7,202
1,2010,Rutgers,Big East,SO,QB,6.0,43.0,83.0,51.8,521.0,6.3,5.1,2.0,3.0,105.3,202
2,*2013,Pitt,ACC,SR,QB,13.0,238.0,389.0,61.2,2958.0,7.6,7.6,21.0,9.0,138.2,202
3,Career,Overall,,,,,430.0,757.0,56.8,5690.0,7.5,7.4,37.0,19.0,131.1,202
4,,Rutgers,,,,,192.0,368.0,52.2,2732.0,7.4,7.1,16.0,10.0,123.4,202
5,,Pitt,,,,,238.0,389.0,61.2,2958.0,7.6,7.6,21.0,9.0,138.2,202
0,1989,Pitt,Ind,,QB,11.0,172.0,307.0,56.0,2527.0,8.2,7.6,15.0,11.0,134.1,203
1,1990,Pitt,Ind,,QB,11.0,201.0,351.0,57.3,2427.0,6.9,5.5,14.0,17.0,118.8,203
2,1991,Pitt,Big East,,QB,11.0,227.0,398.0,57.0,2796.0,7.0,6.2,15.0,14.0,121.4,203
3,1992,Pitt,Big East,,QB,12.0,245.0,407.0,60.2,3163.0,7.8,6.9,20.0,17.0,133.3,203
4,Career,Pitt,,,,,845.0,1463.0,57.8,10913.0,7.5,6.5,64.0,59.0,126.8,203
0,*2017,Texas,Big 12,FR,QB,9.0,158.0,275.0,57.5,1915.0,7.0,6.6,11.0,7.0,124.1,204
1,*2018,Texas,Big 12,SO,QB,14.0,275.0,425.0,64.7,3292.0,7.7,8.4,25.0,5.0,146.8,204
2,*2019,Texas,Big 12,JR,QB,13.0,296.0,454.0,65.2,3663.0,8.1,8.5,32.0,10.0,151.8,204
3,*2020,Texas,Big 12,SR,QB,10.0,194.0,322.0,60.2,2566.0,8.0,8.9,26.0,5.0,150.7,204
4,Career,Texas,,,,,923.0,1476.0,62.5,11436.0,7.7,8.2,94.0,27.0,145.0,204
0,*2009,Texas,Big 12,FR,QB,10.0,30.0,66.0,45.5,310.0,4.7,2.6,2.0,4.0,82.8,205
1,2010,Texas,Big 12,SO,QB,12.0,260.0,441.0,59.0,2744.0,6.2,4.9,10.0,17.0,111.0,205
2,*2011,Texas,Big 12,JR,QB,2.0,15.0,31.0,48.4,247.0,8.0,5.7,1.0,2.0,113.1,205
3,*2012,SMU,CUSA,JR,QB,13.0,268.0,506.0,53.0,2932.0,5.8,5.1,15.0,15.0,105.5,205
4,2013,SMU,American,SR,QB,10.0,335.0,504.0,66.5,3528.0,7.0,7.2,21.0,7.0,136.2,205
5,Career,Overall,,,,,908.0,1548.0,58.7,9761.0,6.3,5.6,49.0,45.0,116.3,205
6,,Texas,,,,,305.0,538.0,56.7,3301.0,6.1,4.7,13.0,23.0,107.7,205
7,,SMU,,,,,603.0,1010.0,59.7,6460.0,6.4,6.1,36.0,22.0,120.8,205
0,1970,Texas,SWC,,QB,9.0,1.0,5.0,20.0,22.0,4.4,-4.6,0.0,1.0,17.0,206
1,1971,UTEP,WAC,,QB,11.0,123.0,218.0,56.4,1375.0,6.3,4.0,6.0,14.0,105.6,206
2,1972,UTEP,WAC,,QB,10.0,144.0,252.0,57.1,1870.0,7.4,6.2,7.0,10.0,120.7,206
3,Career,Overall,,,,,268.0,475.0,56.4,3267.0,6.9,5.1,13.0,25.0,112.7,206
4,,Texas,,,,,1.0,5.0,20.0,22.0,4.4,-4.6,0.0,1.0,17.0,206
5,,UTEP,,,,,267.0,470.0,56.8,3245.0,6.9,5.2,13.0,24.0,113.7,206
0,1946,Texas,SWC,,,,,,,,,,,,,207
1,1947,Texas,SWC,,,10.0,63.0,115.0,54.8,965.0,8.4,7.2,9.0,7.0,138.9,207
2,Career,Texas,,,,,63.0,115.0,54.8,965.0,8.4,7.2,9.0,7.0,138.9,207
0,*2006,Texas,Big 12,FR,QB,13.0,217.0,318.0,68.2,2570.0,8.1,8.9,29.0,7.0,161.8,208
1,*2007,Texas,Big 12,SO,QB,13.0,276.0,424.0,65.1,3303.0,7.8,6.9,22.0,18.0,139.2,208
2,*2008,Texas,Big 12,JR,QB,13.0,332.0,433.0,76.7,3859.0,8.9,9.7,34.0,8.0,173.8,208
3,*2009,Texas,Big 12,SR,QB,14.0,332.0,470.0,70.6,3521.0,7.5,7.5,27.0,12.0,147.4,208
4,Career,Texas,,,,,1157.0,1645.0,70.3,13253.0,8.1,8.2,112.0,45.0,155.0,208
0,1979,Texas,SWC,,QB,5.0,24.0,67.0,35.8,489.0,7.3,5.9,2.0,3.0,98.0,209
1,1980,Texas,SWC,,QB,8.0,45.0,87.0,51.7,751.0,8.6,6.2,3.0,6.0,121.8,209
2,1981,Texas,SWC,,QB,9.0,56.0,139.0,40.3,918.0,6.6,4.4,5.0,9.0,94.7,209
3,1983,Texas,SWC,,QB,9.0,11.0,24.0,45.8,275.0,11.5,13.8,5.0,1.0,202.5,209
4,Career,Texas,,,,,136.0,317.0,42.9,2433.0,7.7,5.9,15.0,19.0,111.0,209
0,*1999,Texas,Big 12,,QB,6.0,19.0,36.0,52.8,223.0,6.2,6.1,2.0,1.0,117.6,210
1,2000,Texas,Big 12,SO,QB,10.0,67.0,117.0,57.3,1064.0,9.1,7.8,8.0,7.0,144.3,210
2,2001,Texas,Big 12,JR,QB,12.0,214.0,362.0,59.1,2603.0,7.2,7.0,22.0,11.0,133.5,210
3,*2002,Texas,Big 12,SR,QB,13.0,235.0,396.0,59.3,3207.0,8.1,8.0,26.0,12.0,143.0,210
4,Career,Texas,,,,,535.0,911.0,58.7,7097.0,7.8,7.5,58.0,31.0,138.4,210
0,1961,Texas,SWC,,QB,5.0,3.0,12.0,25.0,32.0,2.7,-8.6,0.0,3.0,-2.6,211
1,1962,Texas,SWC,,QB,8.0,33.0,78.0,42.3,434.0,5.6,5.2,3.0,2.0,96.6,211
2,1963,Texas,SWC,,QB,7.0,21.0,49.0,42.9,254.0,5.2,2.4,0.0,3.0,74.2,211
3,Career,Texas,,,,,57.0,139.0,41.0,720.0,5.2,3.0,3.0,8.0,80.1,211
0,*2003,Texas,Big 12,FR,QB,12.0,84.0,143.0,58.7,1155.0,8.1,6.7,6.0,7.0,130.6,212
1,*2004,Texas,Big 12,SO,QB,12.0,148.0,250.0,59.2,1849.0,7.4,6.4,12.0,11.0,128.4,212
2,*2005,Texas,Big 12,JR,QB,13.0,212.0,325.0,65.2,3036.0,9.3,9.6,26.0,10.0,163.9,212
3,Career,Texas,,,,,444.0,718.0,61.8,6040.0,8.4,7.9,44.0,28.0,144.9,212
0,1999,Wisconsin,Big Ten,,QB,12.0,82.0,140.0,58.6,1133.0,8.1,8.6,8.0,2.0,142.6,213
1,2000,Wisconsin,Big Ten,SO,QB,12.0,110.0,209.0,52.6,1479.0,7.1,6.5,10.0,7.0,121.2,213
2,2001,Wisconsin,Big Ten,JR,QB,9.0,91.0,177.0,51.4,1257.0,7.1,6.8,6.0,4.0,117.7,213
3,*2002,Wisconsin,Big Ten,SR,QB,13.0,131.0,245.0,53.5,1758.0,7.2,7.6,14.0,4.0,129.3,213
4,Career,Wisconsin,,,,,414.0,771.0,53.7,5627.0,7.3,7.3,38.0,17.0,126.9,213
0,1969,Wisconsin,Big Ten,,QB,10.0,93.0,191.0,48.7,1086.0,5.7,3.8,7.0,11.0,97.0,214
1,1970,Wisconsin,Big Ten,,QB,10.0,83.0,174.0,47.7,1313.0,7.5,7.8,11.0,4.0,127.4,214
2,1971,Wisconsin,Big Ten,,QB,11.0,97.0,186.0,52.2,1300.0,7.0,4.6,5.0,12.0,106.8,214
3,Career,Wisconsin,,,,,273.0,551.0,49.5,3699.0,6.7,5.3,23.0,27.0,109.9,214
0,1960,Wisconsin,Big Ten,,QB,9.0,97.0,188.0,51.6,1351.0,7.2,4.2,8.0,16.0,109.0,216
1,1961,Wisconsin,Big Ten,,QB,9.0,104.0,198.0,52.5,1487.0,7.5,6.1,11.0,11.0,122.8,216
2,Career,Wisconsin,,,,,201.0,386.0,52.1,2838.0,7.4,5.2,19.0,27.0,116.1,216
0,2000,Wisconsin,Big Ten,,QB,5.0,46.0,69.0,66.7,615.0,8.9,9.3,6.0,2.0,164.4,217
1,2001,Wisconsin,Big Ten,SO,QB,11.0,64.0,132.0,48.5,1096.0,8.3,6.9,9.0,8.0,128.6,217
2,*2002,Wisconsin,Big Ten,JR,QB,11.0,38.0,70.0,54.3,536.0,7.7,6.7,1.0,2.0,117.6,217
3,*2003,Wisconsin,Big Ten,SR,QB,12.0,140.0,248.0,56.5,2251.0,9.1,8.8,17.0,9.0,148.1,217
4,Career,Wisconsin,,,,,288.0,519.0,55.5,4498.0,8.7,8.1,33.0,21.0,141.2,217
0,*2008,Wisconsin,Big Ten,SO,QB,3.0,5.0,8.0,62.5,107.0,13.4,7.8,0.0,1.0,149.9,218
1,*2009,Wisconsin,Big Ten,JR,QB,13.0,211.0,328.0,64.3,2705.0,8.2,7.7,16.0,11.0,143.0,218
2,*2010,Wisconsin,Big Ten,SR,QB,13.0,194.0,266.0,72.9,2459.0,9.2,9.4,16.0,6.0,165.9,218
3,Career,Wisconsin,,,,,410.0,602.0,68.1,5271.0,8.8,8.5,32.0,18.0,153.2,218
0,*1962,Wisconsin,Big Ten,,QB,10.0,124.0,216.0,57.4,1582.0,7.3,6.5,14.0,10.0,131.1,219
1,Career,Wisconsin,,,,,124.0,216.0,57.4,1582.0,7.3,6.5,14.0,10.0,131.1,219
0,*2008,North Carolina State,ACC,FR,QB,11.0,150.0,275.0,54.5,1955.0,7.1,8.2,17.0,1.0,133.9,220
1,2009,North Carolina State,ACC,SO,QB,12.0,224.0,378.0,59.3,3027.0,8.0,8.3,31.0,11.0,147.8,220
2,*2010,North Carolina State,ACC,JR,QB,13.0,308.0,527.0,58.4,3563.0,6.8,6.6,28.0,14.0,127.5,220
3,*2011,Wisconsin,Big Ten,SR,QB,14.0,225.0,309.0,72.8,3175.0,10.3,11.8,33.0,4.0,191.8,220
4,Career,Overall,,,,,907.0,1489.0,60.9,11720.0,7.9,8.4,109.0,30.0,147.2,220
5,,North Carolina State,,,,,682.0,1180.0,57.8,8545.0,7.2,7.5,76.0,26.0,135.5,220
6,,Wisconsin,,,,,225.0,309.0,72.8,3175.0,10.3,11.8,33.0,4.0,191.8,220
0,1981,Wisconsin,Big Ten,,QB,11.0,21.0,40.0,52.5,259.0,6.5,6.4,2.0,1.0,118.4,221
1,1982,Wisconsin,Big Ten,,QB,11.0,165.0,306.0,53.9,2109.0,6.9,5.8,13.0,13.0,117.3,221
2,1983,Wisconsin,Big Ten,,QB,11.0,173.0,323.0,53.6,2329.0,7.2,5.9,19.0,18.0,122.4,221
3,Career,Wisconsin,,,,,359.0,669.0,53.7,4697.0,7.0,5.9,34.0,32.0,119.8,221
0,*2014,Texas A&M,SEC,FR,QB,10.0,118.0,192.0,61.5,1322.0,6.9,6.9,16.0,7.0,139.5,222
1,*2015,Texas A&M,SEC,SO,QB,10.0,160.0,283.0,56.5,2210.0,7.8,7.9,17.0,7.0,137.0,222
2,*2017,Houston,American,JR,QB,4.0,80.0,105.0,76.2,751.0,7.2,6.2,4.0,4.0,141.2,222
3,Career,Overall,,,,,358.0,580.0,61.7,4283.0,7.4,7.3,37.0,18.0,138.6,222
4,,Texas A&M,,,,,278.0,475.0,58.5,3532.0,7.4,7.5,33.0,14.0,138.0,222
5,,Houston,,,,,80.0,105.0,76.2,751.0,7.2,6.2,4.0,4.0,141.2,222
0,1966,Texas A&M,SWC,,QB,10.0,132.0,265.0,49.8,1532.0,5.8,3.4,11.0,19.0,97.7,223
1,1967,Texas A&M,SWC,,QB,10.0,99.0,208.0,47.6,1526.0,7.3,7.2,14.0,7.0,124.7,223
2,1968,Texas A&M,SWC,,QB,10.0,169.0,348.0,48.6,2321.0,6.7,5.8,16.0,14.0,111.7,223
3,Career,Texas A&M,,,,,400.0,821.0,48.7,5379.0,6.6,5.4,41.0,40.0,110.5,223
0,1979,Texas A&M,SWC,,QB,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
1,1980,Texas A&M,SWC,,QB,11.0,22.0,59.0,37.3,322.0,5.5,3.5,1.0,3.0,78.6,224
2,1981,Texas A&M,SWC,,QB,11.0,111.0,209.0,53.1,1808.0,8.7,6.9,11.0,13.0,130.7,224
3,1982,Texas A&M,SWC,,QB,10.0,181.0,324.0,55.9,1948.0,6.0,5.7,19.0,11.0,118.9,224
4,Career,Texas A&M,,,,,314.0,595.0,52.8,4078.0,6.9,5.9,31.0,27.0,118.5,224
0,*2012,Texas A&M,SEC,FR,QB,13.0,295.0,434.0,68.0,3706.0,8.5,8.8,26.0,9.0,155.3,225
1,*2013,Texas A&M,SEC,SO,QB,13.0,300.0,429.0,69.9,4114.0,9.6,10.0,37.0,13.0,172.9,225
2,Career,Texas A&M,,,,,595.0,863.0,68.9,7820.0,9.1,9.4,63.0,22.0,164.1,225
0,2005,Texas A&M,Big 12,FR,QB,8.0,24.0,53.0,45.3,283.0,5.3,5.2,2.0,1.0,98.8,226
1,*2006,Texas A&M,Big 12,SO,QB,13.0,194.0,313.0,62.0,2295.0,7.3,7.8,12.0,2.0,134.9,226
2,*2007,Texas A&M,Big 12,JR,QB,13.0,211.0,364.0,58.0,2311.0,6.3,6.0,12.0,8.0,117.8,226
3,2008,Texas A&M,Big 12,SR,QB,6.0,56.0,85.0,65.9,586.0,6.9,6.3,2.0,2.0,126.9,226
4,Career,Texas A&M,,,,,485.0,815.0,59.5,5475.0,6.7,6.7,28.0,13.0,124.1,226
0,2002,Texas A&M,Big 12,FR,QB,8.0,24.0,45.0,53.3,456.0,10.1,9.8,6.0,3.0,169.1,227
1,2003,Texas A&M,Big 12,SO,QB,12.0,113.0,221.0,51.1,1782.0,8.1,7.4,8.0,7.0,124.5,227
2,*2004,Texas A&M,Big 12,JR,QB,12.0,200.0,344.0,58.1,2791.0,8.1,8.4,14.0,4.0,137.4,227
3,2005,Texas A&M,Big 12,SR,QB,10.0,141.0,265.0,53.2,1963.0,7.4,7.1,16.0,9.0,128.6,227
4,Career,Texas A&M,,,,,478.0,875.0,54.6,6992.0,8.0,7.8,44.0,23.0,133.1,227
0,*2017,Texas A&M,SEC,FR,QB,10.0,117.0,227.0,51.5,1375.0,6.1,5.6,8.0,6.0,108.8,228
1,*2018,Texas A&M,SEC,SO,QB,13.0,238.0,415.0,57.3,3107.0,7.5,7.7,24.0,9.0,135.0,228
2,*2019,Texas A&M,SEC,JR,QB,13.0,258.0,419.0,61.6,2897.0,6.9,6.9,20.0,9.0,131.1,228
3,*2020,Texas A&M,SEC,SR,QB,10.0,188.0,297.0,63.3,2282.0,7.7,8.5,19.0,3.0,146.9,228
4,Career,Texas A&M,,,,,801.0,1358.0,59.0,9661.0,7.1,7.3,71.0,27.0,132.0,228
0,*2015,Texas A&M,SEC,FR,QB,8.0,72.0,121.0,59.5,686.0,5.7,3.9,5.0,7.0,109.2,229
1,*2017,Oklahoma,Big 12,SO,QB,7.0,18.0,21.0,85.7,359.0,17.1,20.0,3.0,0.0,276.5,229
2,*2018,Oklahoma,Big 12,JR,QB,14.0,260.0,377.0,69.0,4361.0,11.6,13.0,42.0,7.0,199.2,229
3,Career,Overall,,,,,350.0,519.0,67.4,5406.0,10.4,11.1,50.0,14.0,181.3,229
4,,Texas A&M,,,,,72.0,121.0,59.5,686.0,5.7,3.9,5.0,7.0,109.2,229
5,,Oklahoma,,,,,278.0,398.0,69.8,4720.0,11.9,13.3,45.0,7.0,203.3,229
0,1987,Texas A&M,SWC,,QB,11.0,16.0,45.0,35.6,156.0,3.5,3.9,1.0,0.0,72.0,230
1,1988,Texas A&M,SWC,,QB,12.0,42.0,88.0,47.7,544.0,6.2,3.9,1.0,5.0,92.0,230
2,1990,Texas A&M,SWC,,QB,12.0,59.0,116.0,50.9,847.0,7.3,4.9,4.0,8.0,109.8,230
3,1991,Texas A&M,SWC,,QB,11.0,79.0,156.0,50.6,1492.0,9.6,7.7,8.0,10.0,135.1,230
4,Career,Texas A&M,,,,,196.0,405.0,48.4,3039.0,7.5,5.6,14.0,23.0,111.5,230
0,1963,Wake Forest,ACC,,QB,10.0,79.0,218.0,36.2,674.0,3.1,0.3,1.0,14.0,50.9,231
1,Career,Wake Forest,,,,,79.0,218.0,36.2,674.0,3.1,0.3,1.0,14.0,50.9,231
0,2008,Texas A&M,Big 12,FR,WR,11.0,1.0,1.0,100.0,8.0,8.0,8.0,0.0,0.0,167.2,232
1,*2009,Texas A&M,Big 12,SO,WR,13.0,4.0,8.0,50.0,60.0,7.5,7.5,0.0,0.0,113.0,232
2,*2010,Texas A&M,Big 12,JR,QB,13.0,152.0,234.0,65.0,1638.0,7.0,7.0,13.0,6.0,137.0,232
3,*2011,Texas A&M,Big 12,SR,QB,13.0,327.0,531.0,61.6,3744.0,7.1,6.9,29.0,15.0,133.2,232
4,Career,Texas A&M,,,,,484.0,774.0,62.5,5450.0,7.0,6.9,42.0,21.0,134.2,232
0,1994,Michigan State,Big Ten,,QB,11.0,145.0,238.0,60.9,2040.0,8.6,8.4,11.0,6.0,143.1,233
1,*1995,Michigan State,Big Ten,,QB,9.0,156.0,258.0,60.5,2089.0,8.1,6.2,9.0,15.0,128.4,233
2,Career,Michigan State,,,,,301.0,496.0,60.7,4129.0,8.3,7.2,20.0,21.0,135.5,233
0,1978,Michigan State,Big Ten,,QB,11.0,4.0,8.0,50.0,59.0,7.4,1.8,0.0,1.0,87.0,234
1,1979,Michigan State,Big Ten,,QB,11.0,64.0,131.0,48.9,800.0,6.1,4.7,4.0,6.0,101.1,234
2,1980,Michigan State,Big Ten,,QB,11.0,27.0,66.0,40.9,345.0,5.2,3.8,2.0,3.0,85.7,234
3,1981,Michigan State,Big Ten,,QB,10.0,109.0,204.0,53.4,1521.0,7.5,6.6,14.0,10.0,128.9,234
4,Career,Michigan State,,,,,204.0,409.0,49.9,2725.0,6.7,5.4,20.0,20.0,112.2,234
0,*2012,Michigan State,Big Ten,SO,QB,3.0,9.0,17.0,52.9,94.0,5.5,4.1,1.0,1.0,107.0,235
1,*2013,Michigan State,Big Ten,SO,QB,14.0,223.0,380.0,58.7,2755.0,7.3,7.7,22.0,6.0,135.5,235
2,*2014,Michigan State,Big Ten,JR,QB,13.0,212.0,365.0,58.1,3214.0,8.8,9.1,24.0,8.0,149.4,235
3,*2015,Michigan State,Big Ten,SR,QB,13.0,229.0,408.0,56.1,3131.0,7.7,8.1,24.0,7.0,136.6,235
4,Career,Michigan State,,,,,673.0,1170.0,57.5,9194.0,7.9,8.2,71.0,22.0,139.8,235
0,*2008,Michigan State,Big Ten,FR,QB,5.0,32.0,43.0,74.4,310.0,7.2,7.1,2.0,1.0,145.7,236
1,*2009,Michigan State,Big Ten,SO,QB,13.0,198.0,328.0,60.4,2680.0,8.2,8.1,19.0,9.0,142.6,236
2,*2010,Michigan State,Big Ten,JR,QB,13.0,226.0,338.0,66.9,2825.0,8.4,8.2,20.0,10.0,150.7,236
3,*2011,Michigan State,Big Ten,SR,QB,14.0,267.0,419.0,63.7,3316.0,7.9,8.0,25.0,10.0,145.1,236
4,Career,Michigan State,,,,,723.0,1128.0,64.1,9131.0,8.1,8.1,66.0,30.0,146.1,236
0,2005,Michigan State,Big Ten,FR,QB,5.0,15.0,23.0,65.2,167.0,7.3,9.0,2.0,0.0,154.9,237
1,2006,Michigan State,Big Ten,SO,QB,8.0,82.0,144.0,56.9,863.0,6.0,5.6,4.0,3.0,112.3,237
2,*2007,Michigan State,Big Ten,JR,QB,13.0,223.0,376.0,59.3,2725.0,7.2,7.0,20.0,11.0,131.9,237
3,*2008,Michigan State,Big Ten,SR,QB,13.0,180.0,353.0,51.0,2404.0,6.8,6.2,9.0,9.0,111.5,237
4,Career,Michigan State,,,,,500.0,896.0,55.8,6159.0,6.9,6.5,35.0,23.0,121.3,237
0,1957,Michigan State,Big Ten,,RB,9.0,2.0,4.0,50.0,17.0,4.3,-7.0,0.0,1.0,35.7,238
1,1958,Michigan State,Big Ten,,RB,9.0,6.0,17.0,35.3,122.0,7.2,8.4,1.0,0.0,115.0,238
2,1959,Michigan State,Big Ten,,QB,9.0,49.0,100.0,49.0,785.0,7.9,7.4,9.0,5.0,134.6,238
3,Career,Michigan State,,,,,57.0,121.0,47.1,924.0,7.6,7.1,10.0,6.0,128.6,238
0,*1990,Michigan State,Big Ten,,QB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239
1,1991,Michigan State,Big Ten,,QB,11.0,130.0,218.0,59.6,1368.0,6.3,4.6,6.0,11.0,111.3,239
2,1992,Michigan State,Big Ten,,QB,9.0,122.0,191.0,63.9,1400.0,7.3,5.9,2.0,7.0,121.6,239
3,*1993,Michigan State,Big Ten,,QB,12.0,215.0,336.0,64.0,2269.0,6.8,5.8,9.0,11.0,123.0,239
4,Career,Michigan State,,,,,467.0,746.0,62.6,5037.0,6.8,5.5,17.0,29.0,119.1,239
