,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,player_id
2,*2016,Washington State,Pac-12,JR,QB,13.0,443.0,633.0,70.0,4468.0,7.1,7.5,38.0,11.0,145.6,508
3,*2017,Washington State,Pac-12,SR,QB,12.0,357.0,534.0,66.9,3593.0,6.7,6.8,30.0,13.0,137.0,508
4,Career,Washington State,,,,,1403.0,2054.0,68.3,14481.0,7.1,7.4,119.0,39.0,142.8,508
0,1995,Washington State,Pac-10,,QB,9.0,52.0,97.0,53.6,654.0,6.7,7.1,4.0,1.0,121.8,509
1,1996,Washington State,Pac-10,,QB,11.0,194.0,373.0,52.0,2811.0,7.5,7.2,21.0,12.0,127.5,509
2,*1997,Washington State,Pac-10,,QB,12.0,227.0,410.0,55.4,3968.0,9.7,10.1,34.0,11.0,158.7,509
3,Career,Washington State,,,,,473.0,880.0,53.8,7433.0,8.4,8.6,59.0,24.0,141.4,509
0,2016,East Carolina,American,SO,QB,7.0,119.0,202.0,58.9,1347.0,6.7,6.6,8.0,4.0,124.0,510
1,2017,East Carolina,American,JR,QB,10.0,174.0,304.0,57.2,2140.0,7.0,7.1,16.0,7.0,129.1,510
2,*2018,Washington State,Pac-12,SR,QB,13.0,468.0,662.0,70.7,4779.0,7.2,7.8,38.0,9.0,147.6,510
3,Career,Overall,,,,,761.0,1168.0,65.2,8266.0,7.1,7.4,62.0,20.0,138.7,510
4,,East Carolina,,,,,293.0,506.0,57.9,3487.0,6.9,6.9,24.0,11.0,127.1,510
5,,Washington State,,,,,468.0,662.0,70.7,4779.0,7.2,7.8,38.0,9.0,147.6,510
0,1986,Washington State,Pac-10,,QB,7.0,34.0,61.0,55.7,452.0,7.4,7.2,4.0,2.0,133.1,511
1,1987,Washington State,Pac-10,,QB,11.0,222.0,390.0,56.9,2446.0,6.3,4.1,11.0,24.0,106.6,511
2,*1988,Washington State,Pac-10,,QB,12.0,218.0,338.0,64.5,3097.0,9.2,9.1,24.0,11.0,158.4,511
3,Career,Washington State,,,,,474.0,789.0,60.1,5995.0,7.6,6.5,39.0,37.0,130.8,511
0,1981,Washington State,Pac-10,,QB,4.0,5.0,13.0,38.5,88.0,6.8,6.8,0.0,0.0,95.3,512
1,1983,Washington State,Pac-10,,QB,4.0,28.0,56.0,50.0,384.0,6.9,5.3,0.0,2.0,100.5,512
2,1984,Washington State,Pac-10,,QB,11.0,134.0,271.0,49.4,1927.0,7.1,5.7,14.0,15.0,115.2,512
3,1985,Washington State,Pac-10,,QB,11.0,159.0,273.0,58.2,2174.0,8.0,7.0,14.0,12.0,133.3,512
4,Career,Washington State,,,,,326.0,613.0,53.2,4573.0,7.5,6.2,28.0,29.0,121.5,512
0,1975,Washington State,Pac-8,,QB,11.0,26.0,54.0,48.1,351.0,6.5,5.9,3.0,2.0,113.7,513
1,1976,Washington State,Pac-8,,QB,11.0,208.0,355.0,58.6,2762.0,7.8,7.1,20.0,14.0,134.7,513
2,1977,Washington State,Pac-8,,QB,11.0,192.0,329.0,58.4,2372.0,7.2,6.2,13.0,13.0,124.1,513
3,1978,Washington State,Pac-10,,QB,11.0,175.0,348.0,50.3,2333.0,6.7,5.1,17.0,20.0,111.2,513
4,Career,Washington State,,,,,601.0,1086.0,55.3,7818.0,7.2,6.1,53.0,49.0,122.9,513
0,2009,Washington State,Pac-10,FR,QB,6.0,71.0,121.0,58.7,789.0,6.5,5.7,6.0,5.0,121.6,514
1,2010,Washington State,Pac-10,SO,QB,12.0,219.0,366.0,59.8,2780.0,7.6,7.1,18.0,12.0,133.3,514
2,2011,Washington State,Pac-12,JR,QB,3.0,29.0,45.0,64.4,276.0,6.1,6.6,1.0,0.0,123.3,514
3,2012,Washington State,Pac-12,SR,QB,10.0,211.0,332.0,63.6,2087.0,6.3,5.7,8.0,8.0,119.5,514
4,Career,Washington State,,,,,530.0,864.0,61.3,5932.0,6.9,6.3,33.0,25.0,125.8,514
0,1980,Washington State,Pac-10,,QB,2.0,1.0,2.0,50.0,10.0,5.0,-17.5,0.0,1.0,-8.0,515
1,1981,Washington State,Pac-10,,QB,11.0,49.0,98.0,50.0,735.0,7.5,5.7,0.0,4.0,104.8,515
2,1982,Washington State,Pac-10,,QB,10.0,29.0,76.0,38.2,376.0,4.9,2.3,1.0,5.0,70.9,515
3,1983,Washington State,Pac-10,,QB,10.0,100.0,172.0,58.1,1351.0,7.9,7.5,8.0,5.0,133.7,515
4,Career,Washington State,,,,,179.0,348.0,51.4,2472.0,7.1,5.7,9.0,15.0,111.0,515
0,1970,Arizona,WAC,,QB,5.0,53.0,108.0,49.1,709.0,6.6,5.4,5.0,5.0,110.2,516
1,1971,Arizona,WAC,,QB,11.0,91.0,199.0,45.7,1384.0,7.0,5.5,10.0,11.0,109.7,516
2,1972,Arizona,WAC,,QB,11.0,76.0,174.0,43.7,1175.0,6.8,6.2,13.0,8.0,115.9,516
3,Career,Arizona,,,,,220.0,481.0,45.7,3268.0,6.8,5.7,28.0,24.0,112.0,516
0,*2007,Michigan State,Big Ten,FR,QB,1.0,5.0,8.0,62.5,57.0,7.1,7.1,0.0,0.0,122.4,517
1,*2009,Arizona,Pac-10,SO,QB,12.0,260.0,410.0,63.4,2486.0,6.1,6.0,19.0,9.0,125.2,517
2,*2010,Arizona,Pac-10,JR,QB,11.0,286.0,426.0,67.1,3191.0,7.5,7.4,20.0,10.0,140.9,517
3,2011,Arizona,Pac-12,SR,QB,12.0,387.0,560.0,69.1,4334.0,7.7,7.6,28.0,14.0,145.6,517
4,Career,Overall,,,,,938.0,1404.0,66.8,10068.0,7.2,7.1,67.0,33.0,138.1,517
5,,Michigan State,,,,,5.0,8.0,62.5,57.0,7.1,7.1,0.0,0.0,122.4,517
6,,Arizona,,,,,933.0,1396.0,66.8,10011.0,7.2,7.1,67.0,33.0,138.2,517
0,*2011,Florida,SEC,FR,QB,8.0,18.0,39.0,46.2,206.0,5.3,1.7,2.0,4.0,86.9,518
1,*2012,Florida,SEC,SO,QB,5.0,23.0,35.0,65.7,249.0,7.1,7.7,1.0,0.0,134.9,518
2,*2014,North Carolina State,ACC,JR,QB,13.0,221.0,370.0,59.7,2606.0,7.0,7.7,23.0,5.0,136.7,518
3,*2015,North Carolina State,ACC,SR,QB,13.0,237.0,395.0,60.0,2662.0,6.7,7.1,20.0,6.0,130.3,518
4,Career,Overall,,,,,499.0,839.0,59.5,5723.0,6.8,7.1,46.0,15.0,131.3,518
5,,Florida,,,,,41.0,74.0,55.4,455.0,6.1,4.5,3.0,4.0,109.6,518
6,,North Carolina State,,,,,458.0,765.0,59.9,5268.0,6.9,7.4,43.0,11.0,133.4,518
0,*2014,Boise State,MWC,FR,QB,4.0,12.0,27.0,44.4,161.0,6.0,5.8,2.0,1.0,111.6,519
1,*2015,Boise State,MWC,SO,QB,3.0,46.0,70.0,65.7,485.0,6.9,4.6,1.0,4.0,117.2,519
2,*2016,North Carolina State,ACC,JR,QB,13.0,243.0,402.0,60.4,3059.0,7.6,7.6,18.0,8.0,135.2,519
3,*2017,North Carolina State,ACC,JR,QB,13.0,311.0,478.0,65.1,3514.0,7.4,7.5,17.0,6.0,136.0,519
4,*2018,North Carolina State,ACC,SR,QB,13.0,326.0,484.0,67.4,3928.0,8.1,8.1,25.0,11.0,148.0,519
5,Career,Overall,,,,,938.0,1461.0,64.2,11147.0,7.6,7.6,63.0,30.0,138.4,519
6,,Boise State,,,,,58.0,97.0,59.8,646.0,6.7,5.0,3.0,5.0,115.6,519
7,,North Carolina State,,,,,880.0,1364.0,64.5,10501.0,7.7,7.8,60.0,25.0,140.0,519
0,1959,North Carolina State,ACC,,QB,10.0,81.0,134.0,60.4,832.0,6.2,4.3,3.0,7.0,109.5,520
1,1960,North Carolina State,ACC,,QB,10.0,105.0,186.0,56.5,1182.0,6.4,5.5,8.0,7.0,116.5,520
2,1961,North Carolina State,ACC,,QB,10.0,99.0,186.0,53.2,937.0,5.0,4.4,8.0,6.0,103.3,520
3,Career,North Carolina State,,,,,285.0,506.0,56.3,2951.0,5.8,4.8,19.0,20.0,109.8,520
0,2009,North Carolina State,ACC,FR,QB,7.0,24.0,39.0,61.5,248.0,6.4,4.6,1.0,2.0,113.2,521
1,*2010,North Carolina State,ACC,SO,QB,3.0,9.0,13.0,69.2,78.0,6.0,6.0,0.0,0.0,119.6,521
